,Estimator,relationship,Relatedness_Value
2795,LRM,Half-Sibs,0.4361
2796,LRM,Half-Sibs,0.2525
2797,LRM,Half-Sibs,0.1762
2798,LRM,Half-Sibs,0.2024
2799,LRM,Half-Sibs,0.2419
2800,LRM,Half-Sibs,0.2409
2801,LRM,Half-Sibs,0.3431
2802,LRM,Half-Sibs,0.1659
2803,LRM,Half-Sibs,0.3049
2804,LRM,Half-Sibs,0.0651
2805,LRM,Half-Sibs,0.112
2806,LRM,Half-Sibs,0.2314
2807,LRM,Half-Sibs,0.1373
2808,LRM,Half-Sibs,0.1347
2809,LRM,Half-Sibs,0.3934
2810,LRM,Half-Sibs,0.2436
2811,LRM,Half-Sibs,0.2653
2812,LRM,Half-Sibs,0.2619
2813,LRM,Half-Sibs,0.455
2814,LRM,Half-Sibs,0.0692
2815,LRM,Half-Sibs,0.4507
2816,LRM,Half-Sibs,0.2731
2817,LRM,Half-Sibs,0.4124
2818,LRM,Half-Sibs,0.3325
2819,LRM,Half-Sibs,0.6045
2820,LRM,Half-Sibs,0.4166
2821,LRM,Half-Sibs,0.175
2822,LRM,Half-Sibs,0.511
2823,LRM,Half-Sibs,0.1593
2824,LRM,Half-Sibs,-0.0403
2825,LRM,Half-Sibs,0.5138
2826,LRM,Half-Sibs,0.2716
2827,LRM,Half-Sibs,0.2975
2828,LRM,Half-Sibs,0.2666
2829,LRM,Half-Sibs,0.2164
2830,LRM,Half-Sibs,0.2315
2831,LRM,Half-Sibs,0.2182
2832,LRM,Half-Sibs,0.3925
2833,LRM,Half-Sibs,0.4277
2834,LRM,Half-Sibs,0.3885
2835,LRM,Half-Sibs,0.2715
2836,LRM,Half-Sibs,0.5705
2837,LRM,Half-Sibs,0.3709
2838,LRM,Half-Sibs,0.4776
2839,LRM,Half-Sibs,0.2981
2840,LRM,Half-Sibs,0.2777
2841,LRM,Half-Sibs,0.141
2842,LRM,Half-Sibs,0.1551
2843,LRM,Half-Sibs,0.3045
2844,LRM,Half-Sibs,0.1378
2845,LRM,Half-Sibs,0.2653
2846,LRM,Half-Sibs,-0.0158
2847,LRM,Half-Sibs,0.18
2848,LRM,Half-Sibs,0.2709
2849,LRM,Half-Sibs,0.1797
2850,LRM,Half-Sibs,0.1682
2851,LRM,Half-Sibs,0.1338
2852,LRM,Half-Sibs,0.3705
2853,LRM,Half-Sibs,0.4288
2854,LRM,Half-Sibs,0.4029
2855,LRM,Half-Sibs,0.3339
2856,LRM,Half-Sibs,0.316
2857,LRM,Half-Sibs,0.5757
2858,LRM,Half-Sibs,0.1256
2859,LRM,Half-Sibs,0.276
2860,LRM,Half-Sibs,0.1495
2861,LRM,Half-Sibs,0.0214
2862,LRM,Half-Sibs,0.2829
2863,LRM,Half-Sibs,0.0182
2864,LRM,Half-Sibs,-0.0833
2865,LRM,Half-Sibs,0.1128
2866,LRM,Half-Sibs,0.1942
2867,LRM,Half-Sibs,0.0935
2868,LRM,Half-Sibs,0.1053
2869,LRM,Half-Sibs,0.3739
2870,LRM,Half-Sibs,0.2534
2871,LRM,Half-Sibs,0.4446
2872,LRM,Half-Sibs,0.2279
2873,LRM,Half-Sibs,0.3727
2874,LRM,Half-Sibs,0.0361
2875,LRM,Half-Sibs,0.2454
2876,LRM,Half-Sibs,0.3622
2877,LRM,Half-Sibs,0.1722
2878,LRM,Half-Sibs,0.2893
2879,LRM,Half-Sibs,0.1068
2880,LRM,Half-Sibs,0.5588
2881,LRM,Half-Sibs,0.0534
2882,LRM,Half-Sibs,0.5699
2883,LRM,Half-Sibs,0.4124
2884,LRM,Half-Sibs,0.2693
2885,LRM,Half-Sibs,0.0453
2886,LRM,Half-Sibs,0.2911
2887,LRM,Half-Sibs,0.5483
2888,LRM,Half-Sibs,0.4237
2889,LRM,Half-Sibs,0.1027
2890,LRM,Half-Sibs,-0.0636
2891,LRM,Half-Sibs,0.3614
2892,LRM,Half-Sibs,0.2743
2893,LRM,Half-Sibs,0.1265
2894,LRM,Half-Sibs,0.2467
2895,LRM,Half-Sibs,0.4321
2896,LRM,Half-Sibs,0.3135
2897,LRM,Half-Sibs,0.1905
2898,LRM,Half-Sibs,0.182
2899,LRM,Half-Sibs,0.0573
2900,LRM,Half-Sibs,0.3161
2901,LRM,Half-Sibs,0.1874
2902,LRM,Half-Sibs,0.2207
2903,LRM,Half-Sibs,0.2996
2904,LRM,Half-Sibs,0.4656
2905,LRM,Half-Sibs,0.0142
2906,LRM,Half-Sibs,0.299
2907,LRM,Half-Sibs,0.4749
2908,LRM,Half-Sibs,0.3876
2909,LRM,Half-Sibs,0.1788
2910,LRM,Half-Sibs,0.2272
2911,LRM,Half-Sibs,0.2657
2912,LRM,Half-Sibs,0.1313
2913,LRM,Half-Sibs,0.1817
2914,LRM,Half-Sibs,0.1033
2915,LRM,Half-Sibs,0.3987
2916,LRM,Half-Sibs,0.0253
2917,LRM,Half-Sibs,0.3484
2918,LRM,Half-Sibs,0.537
2919,LRM,Half-Sibs,0.4163
2920,LRM,Half-Sibs,0.2675
2921,LRM,Half-Sibs,0.3029
2922,LRM,Half-Sibs,0.1275
2923,LRM,Half-Sibs,0.1892
2924,LRM,Half-Sibs,0.352
2925,LRM,Half-Sibs,0.2099
2926,LRM,Half-Sibs,0.4676
2927,LRM,Half-Sibs,0.3119
2928,LRM,Half-Sibs,0.1163
2929,LRM,Half-Sibs,0.4724
2930,LRM,Half-Sibs,0.3608
2931,LRM,Half-Sibs,0.2663
2932,LRM,Half-Sibs,0.0515
2933,LRM,Half-Sibs,0.1776
2934,LRM,Half-Sibs,0.3704
2935,LRM,Half-Sibs,0.0588
2936,LRM,Half-Sibs,0.4006
2937,LRM,Half-Sibs,0.4338
2938,LRM,Half-Sibs,0.3208
2939,LRM,Half-Sibs,0.1638
2940,LRM,Half-Sibs,0.0389
2941,LRM,Half-Sibs,0.0721
2942,LRM,Half-Sibs,0.1552
2943,LRM,Half-Sibs,0.4282
2944,LRM,Half-Sibs,0.2381
2945,LRM,Half-Sibs,0.1323
2946,LRM,Half-Sibs,0.1911
2947,LRM,Half-Sibs,0.1922
2948,LRM,Half-Sibs,0.1069
2949,LRM,Half-Sibs,0.3996
2950,LRM,Half-Sibs,0.1977
2951,LRM,Half-Sibs,0.286
2952,LRM,Half-Sibs,0.4208
2953,LRM,Half-Sibs,0.2723
2954,LRM,Half-Sibs,0.1107
2955,LRM,Half-Sibs,0.2686
2956,LRM,Half-Sibs,-0.0427
2957,LRM,Half-Sibs,0.1911
2958,LRM,Half-Sibs,0.3727
2959,LRM,Half-Sibs,0.2198
2960,LRM,Half-Sibs,0.3317
2961,LRM,Half-Sibs,0.2703
2962,LRM,Half-Sibs,0.2912
2963,LRM,Half-Sibs,0.228
2964,LRM,Half-Sibs,0.0402
2965,LRM,Half-Sibs,0.3774
2966,LRM,Half-Sibs,0.0903
2967,LRM,Half-Sibs,0.3345
2968,LRM,Half-Sibs,0.2272
2969,LRM,Half-Sibs,0.3737
2970,LRM,Half-Sibs,0.3693
2971,LRM,Half-Sibs,0.3459
2972,LRM,Half-Sibs,0.2852
2973,LRM,Half-Sibs,0.2451
2974,LRM,Half-Sibs,0.4114
2975,LRM,Half-Sibs,0.0713
2976,LRM,Half-Sibs,0.0715
2977,LRM,Half-Sibs,0.1464
2978,LRM,Half-Sibs,0.3505
2979,LRM,Half-Sibs,0.0501
2980,LRM,Half-Sibs,0.2951
2981,LRM,Half-Sibs,0.4169
2982,LRM,Half-Sibs,0.2098
2983,LRM,Half-Sibs,0.1862
2984,LRM,Half-Sibs,0.22
2985,LRM,Half-Sibs,0.3345
2986,LRM,Half-Sibs,0.3065
2987,LRM,Half-Sibs,0.4903
2988,LRM,Half-Sibs,0.1431
2989,LRM,Half-Sibs,0.1825
2990,LRM,Half-Sibs,0.3026
2991,LRM,Half-Sibs,0.3258
2992,LRM,Half-Sibs,0.1011
2993,LRM,Half-Sibs,0.1648
2994,LRM,Half-Sibs,0.1503
2995,LRM,Half-Sibs,0.0746
2996,LRM,Half-Sibs,0.3102
2997,LRM,Half-Sibs,0.2245
2998,LRM,Half-Sibs,0.3203
2999,LRM,Half-Sibs,0.1736
3000,LRM,Half-Sibs,0.0962
3001,QGM,Half-Sibs,0.1653
3002,QGM,Half-Sibs,0.1851
3003,QGM,Half-Sibs,0.4597
3004,QGM,Half-Sibs,0.3139
3005,QGM,Half-Sibs,0.2157
3006,QGM,Half-Sibs,0.2846
3007,QGM,Half-Sibs,0.371
3008,QGM,Half-Sibs,0.2562
3009,QGM,Half-Sibs,0.3007
3010,QGM,Half-Sibs,0.0371
3011,QGM,Half-Sibs,0.4239
3012,QGM,Half-Sibs,0.228
3013,QGM,Half-Sibs,0.322
3014,QGM,Half-Sibs,0.3015
3015,QGM,Half-Sibs,0.2081
3016,QGM,Half-Sibs,0.1859
3017,QGM,Half-Sibs,0.4312
3018,QGM,Half-Sibs,0.2097
3019,QGM,Half-Sibs,0.3848
3020,QGM,Half-Sibs,0.4012
3021,QGM,Half-Sibs,0.3016
3022,QGM,Half-Sibs,0.1863
3023,QGM,Half-Sibs,0.3539
3024,QGM,Half-Sibs,0.1456
3025,QGM,Half-Sibs,0.4418
3026,QGM,Half-Sibs,0.2549
3027,QGM,Half-Sibs,0.1445
3028,QGM,Half-Sibs,0.202
3029,QGM,Half-Sibs,0.3276
3030,QGM,Half-Sibs,0.4773
3031,QGM,Half-Sibs,0.314
3032,QGM,Half-Sibs,0.1874
3033,QGM,Half-Sibs,0.3628
3034,QGM,Half-Sibs,0.3271
3035,QGM,Half-Sibs,0.0412
3036,QGM,Half-Sibs,0.3273
3037,QGM,Half-Sibs,0.2235
3038,QGM,Half-Sibs,0.1529
3039,QGM,Half-Sibs,0.1387
3040,QGM,Half-Sibs,0.3626
3041,QGM,Half-Sibs,0.3668
3042,QGM,Half-Sibs,0.3012
3043,QGM,Half-Sibs,-0.0138
3044,QGM,Half-Sibs,0.233
3045,QGM,Half-Sibs,0.2005
3046,QGM,Half-Sibs,0.055
3047,QGM,Half-Sibs,0.3142
3048,QGM,Half-Sibs,0.4089
3049,QGM,Half-Sibs,0.526
3050,QGM,Half-Sibs,0.2138
3051,QGM,Half-Sibs,0.3838
3052,QGM,Half-Sibs,0.2611
3053,QGM,Half-Sibs,0.0301
3054,QGM,Half-Sibs,0.3766
3055,QGM,Half-Sibs,0.3778
3056,QGM,Half-Sibs,0.3769
3057,QGM,Half-Sibs,0.3567
3058,QGM,Half-Sibs,0.2418
3059,QGM,Half-Sibs,0.2549
3060,QGM,Half-Sibs,0.1438
3061,QGM,Half-Sibs,0.3821
3062,QGM,Half-Sibs,0.103
3063,QGM,Half-Sibs,0.1078
3064,QGM,Half-Sibs,0.2806
3065,QGM,Half-Sibs,0.5172
3066,QGM,Half-Sibs,0.291
3067,QGM,Half-Sibs,0.2594
3068,QGM,Half-Sibs,0.2869
3069,QGM,Half-Sibs,0.2274
3070,QGM,Half-Sibs,0.2373
3071,QGM,Half-Sibs,0.2056
3072,QGM,Half-Sibs,0.3971
3073,QGM,Half-Sibs,0.4168
3074,QGM,Half-Sibs,0.197
3075,QGM,Half-Sibs,0.2497
3076,QGM,Half-Sibs,0.2092
3077,QGM,Half-Sibs,0.2795
3078,QGM,Half-Sibs,0.4205
3079,QGM,Half-Sibs,-0.0386
3080,QGM,Half-Sibs,0.0559
3081,QGM,Half-Sibs,0.3766
3082,QGM,Half-Sibs,0.2878
3083,QGM,Half-Sibs,0.1513
3084,QGM,Half-Sibs,0.394
3085,QGM,Half-Sibs,0.2973
3086,QGM,Half-Sibs,0.2686
3087,QGM,Half-Sibs,0.2795
3088,QGM,Half-Sibs,0.2349
3089,QGM,Half-Sibs,0.259
3090,QGM,Half-Sibs,0.0302
3091,QGM,Half-Sibs,0.3377
3092,QGM,Half-Sibs,0.3563
3093,QGM,Half-Sibs,0.1805
3094,QGM,Half-Sibs,0.1555
3095,QGM,Half-Sibs,0.1448
3096,QGM,Half-Sibs,0.2883
3097,QGM,Half-Sibs,0.278
3098,QGM,Half-Sibs,0.2514
3099,QGM,Half-Sibs,0.3496
3100,QGM,Half-Sibs,0.4594
3101,QGM,Half-Sibs,0.044
3102,QGM,Half-Sibs,0.2902
3103,QGM,Half-Sibs,0.288
3104,QGM,Half-Sibs,0.4544
3105,QGM,Half-Sibs,0.3841
3106,QGM,Half-Sibs,0.3242
3107,QGM,Half-Sibs,0.1832
3108,QGM,Half-Sibs,0.2632
3109,QGM,Half-Sibs,0.2332
3110,QGM,Half-Sibs,0.1488
3111,QGM,Half-Sibs,0.351
3112,QGM,Half-Sibs,0.4681
3113,QGM,Half-Sibs,0.212
3114,QGM,Half-Sibs,0.1517
3115,QGM,Half-Sibs,0.2449
3116,QGM,Half-Sibs,0.0849
3117,QGM,Half-Sibs,0.4735
3118,QGM,Half-Sibs,0.3458
3119,QGM,Half-Sibs,0.3791
3120,QGM,Half-Sibs,0.4387
3121,QGM,Half-Sibs,0.0499
3122,QGM,Half-Sibs,0.3788
3123,QGM,Half-Sibs,0.3409
3124,QGM,Half-Sibs,0.0596
3125,QGM,Half-Sibs,0.365
3126,QGM,Half-Sibs,0.0436
3127,QGM,Half-Sibs,0.1295
3128,QGM,Half-Sibs,0.3441
3129,QGM,Half-Sibs,0.5127
3130,QGM,Half-Sibs,0.0369
3131,QGM,Half-Sibs,0.1553
3132,QGM,Half-Sibs,0.6524
3133,QGM,Half-Sibs,0.2905
3134,QGM,Half-Sibs,0.3806
3135,QGM,Half-Sibs,0.2589
3136,QGM,Half-Sibs,0.2799
3137,QGM,Half-Sibs,0.3916
3138,QGM,Half-Sibs,0.2794
3139,QGM,Half-Sibs,0.0917
3140,QGM,Half-Sibs,0.3233
3141,QGM,Half-Sibs,0.3348
3142,QGM,Half-Sibs,0.5063
3143,QGM,Half-Sibs,0.1652
3144,QGM,Half-Sibs,0.1967
3145,QGM,Half-Sibs,0.2152
3146,QGM,Half-Sibs,0.4283
3147,QGM,Half-Sibs,0.2096
3148,QGM,Half-Sibs,-0.0303
3149,QGM,Half-Sibs,0.1546
3150,QGM,Half-Sibs,0.1489
3151,QGM,Half-Sibs,0.2915
3152,QGM,Half-Sibs,0.1374
3153,QGM,Half-Sibs,0.357
3154,QGM,Half-Sibs,0.141
3155,QGM,Half-Sibs,0.4142
3156,QGM,Half-Sibs,-0.0302
3157,QGM,Half-Sibs,0.2001
3158,QGM,Half-Sibs,0.1857
3159,QGM,Half-Sibs,0.2707
3160,QGM,Half-Sibs,0.3984
3161,QGM,Half-Sibs,0.6494
3162,QGM,Half-Sibs,0.3297
3163,QGM,Half-Sibs,0.0492
3164,QGM,Half-Sibs,0.243
3165,QGM,Half-Sibs,0.1564
3166,QGM,Half-Sibs,0.0538
3167,QGM,Half-Sibs,0.215
3168,QGM,Half-Sibs,0.1728
3169,QGM,Half-Sibs,0.2733
3170,QGM,Half-Sibs,0.2689
3171,QGM,Half-Sibs,0.1991
3172,QGM,Half-Sibs,0.4195
3173,QGM,Half-Sibs,0.167
3174,QGM,Half-Sibs,0.4821
3175,QGM,Half-Sibs,0.1366
3176,QGM,Half-Sibs,0.1329
3177,QGM,Half-Sibs,0.3864
3178,QGM,Half-Sibs,0.1409
3179,QGM,Half-Sibs,0.1655
3180,QGM,Half-Sibs,0.1924
3181,QGM,Half-Sibs,0.414
3182,QGM,Half-Sibs,0.4451
3183,QGM,Half-Sibs,0.188
3184,QGM,Half-Sibs,0.324
3185,QGM,Half-Sibs,0.3229
3186,QGM,Half-Sibs,0.5607
3187,QGM,Half-Sibs,0.1094
3188,QGM,Half-Sibs,0.0173
3189,QGM,Half-Sibs,-0.0136
3190,QGM,Half-Sibs,0.0068
3191,QGM,Half-Sibs,0.3931
3192,QGM,Half-Sibs,0.0926
3193,QGM,Half-Sibs,0.2251
3194,QGM,Half-Sibs,0.0803
3195,QGM,Half-Sibs,0.2721
3196,QGM,Half-Sibs,0.2955
3197,QGM,Half-Sibs,0.2403
3198,QGM,Half-Sibs,0.2649
3199,QGM,Half-Sibs,0.1948
3200,QGM,Half-Sibs,0.4236
3201,QGM,Half-Sibs,0.2553
3202,QGM,Half-Sibs,0.3376
3203,QGM,Half-Sibs,0.1389
3204,QGM,Half-Sibs,-0.1077
3205,QGM,Half-Sibs,-0.0113
3206,QGM,Half-Sibs,0.0682
3207,QGM,Half-Sibs,-0.0176
3208,QGM,Half-Sibs,0.371
3209,QGM,Half-Sibs,0.348
3210,QGM,Half-Sibs,0.4462
3211,QGM,Half-Sibs,0.1909
3212,QGM,Half-Sibs,0.245
3213,QGM,Half-Sibs,0.4689
3214,QGM,Half-Sibs,0.2548
3215,QGM,Half-Sibs,0.0483
3216,QGM,Half-Sibs,0.3228
3217,QGM,Half-Sibs,0.2325
3218,QGM,Half-Sibs,0.0893
3219,QGM,Half-Sibs,0.2856
3220,QGM,Half-Sibs,0.2341
3221,QGM,Half-Sibs,0.1398
3222,QGM,Half-Sibs,0.5055
3223,QGM,Half-Sibs,0.3616
3224,QGM,Half-Sibs,0.2648
3225,QGM,Half-Sibs,0.1178
3226,QGM,Half-Sibs,0.3376
3227,QGM,Half-Sibs,0.4819
3228,QGM,Half-Sibs,0.015
3229,QGM,Half-Sibs,0.1993
3230,QGM,Half-Sibs,0.2149
3231,QGM,Half-Sibs,0.4417
3232,QGM,Half-Sibs,0.2166
3233,QGM,Half-Sibs,0.3088
3234,QGM,Half-Sibs,0.358
3235,QGM,Half-Sibs,0.18
3236,QGM,Half-Sibs,0.2053
3237,QGM,Half-Sibs,0.4423
3238,QGM,Half-Sibs,0.3581
3239,QGM,Half-Sibs,0.0787
3240,QGM,Half-Sibs,0.2648
3241,QGM,Half-Sibs,0.2739
3242,QGM,Half-Sibs,0.3913
3243,QGM,Half-Sibs,0.131
3244,QGM,Half-Sibs,0.4991
3245,QGM,Half-Sibs,0.3305
3246,QGM,Half-Sibs,0.4158
3247,QGM,Half-Sibs,0.2193
3248,QGM,Half-Sibs,0.4953
3249,QGM,Half-Sibs,0.0882
3250,QGM,Half-Sibs,0.2143
3251,QGM,Half-Sibs,0.2588
3252,QGM,Half-Sibs,0.09
3253,QGM,Half-Sibs,0.3637
3254,QGM,Half-Sibs,0.4382
3255,QGM,Half-Sibs,0.1457
3256,QGM,Half-Sibs,0.1313
3257,QGM,Half-Sibs,0.1796
3258,QGM,Half-Sibs,0.211
3259,QGM,Half-Sibs,0.0176
3260,QGM,Half-Sibs,0.1591
3261,QGM,Half-Sibs,0.3416
3262,QGM,Half-Sibs,0.2735
3263,QGM,Half-Sibs,0.2526
3264,QGM,Half-Sibs,0.4058
3265,QGM,Half-Sibs,-0.0309
3266,QGM,Half-Sibs,0.0124
3267,QGM,Half-Sibs,0.1993
3268,QGM,Half-Sibs,0.3648
3269,QGM,Half-Sibs,0.1363
3270,QGM,Half-Sibs,0.351
3271,QGM,Half-Sibs,0.1955
3272,QGM,Half-Sibs,0.1665
3273,QGM,Half-Sibs,0.2783
3274,QGM,Half-Sibs,0.3074
3275,QGM,Half-Sibs,0.3977
3276,QGM,Half-Sibs,0.1481
3277,QGM,Half-Sibs,0.272
3278,QGM,Half-Sibs,0.4935
3279,QGM,Half-Sibs,0.2944
3280,QGM,Half-Sibs,0.3516
3281,QGM,Half-Sibs,0.1478
3282,QGM,Half-Sibs,0.3504
3283,QGM,Half-Sibs,0.1214
3284,QGM,Half-Sibs,0.1208
3285,QGM,Half-Sibs,0.33
3286,QGM,Half-Sibs,0.2651
3287,QGM,Half-Sibs,0.2203
3288,QGM,Half-Sibs,0.237
3289,QGM,Half-Sibs,0.3314
3290,QGM,Half-Sibs,0.2971
3291,QGM,Half-Sibs,0.2174
3292,QGM,Half-Sibs,0.4945
3293,QGM,Half-Sibs,0.3959
3294,QGM,Half-Sibs,0.3263
3295,QGM,Half-Sibs,0.3207
3296,QGM,Half-Sibs,0.366
3297,QGM,Half-Sibs,0.0128
3298,QGM,Half-Sibs,0.3375
3299,QGM,Half-Sibs,0.113
3300,QGM,Half-Sibs,0.2526
3301,QGM,Half-Sibs,0.2622
3302,QGM,Half-Sibs,-0.0352
3303,QGM,Half-Sibs,0.2543
3304,QGM,Half-Sibs,-0.1094
3305,QGM,Half-Sibs,0.2578
3306,QGM,Half-Sibs,0.4496
3307,QGM,Half-Sibs,0.3551
3308,QGM,Half-Sibs,0.4671
3309,QGM,Half-Sibs,0.2209
3310,QGM,Half-Sibs,0.1958
3311,QGM,Half-Sibs,0.1963
3312,QGM,Half-Sibs,0.0984
3313,QGM,Half-Sibs,0.2845
3314,QGM,Half-Sibs,0.1441
3315,QGM,Half-Sibs,0.208
3316,QGM,Half-Sibs,-0.1027
3317,QGM,Half-Sibs,0.1873
3318,QGM,Half-Sibs,0.1979
3319,QGM,Half-Sibs,0.4274
3320,QGM,Half-Sibs,-0.1011
3321,QGM,Half-Sibs,0.2571
3322,QGM,Half-Sibs,0.1242
3323,QGM,Half-Sibs,0.3818
3324,QGM,Half-Sibs,0.1666
3325,QGM,Half-Sibs,0.2857
3326,QGM,Half-Sibs,0.3617
3327,QGM,Half-Sibs,0.3287
3328,QGM,Half-Sibs,0.3275
3329,QGM,Half-Sibs,0.3299
3330,QGM,Half-Sibs,0.2707
3331,QGM,Half-Sibs,0.2586
3332,QGM,Half-Sibs,0.2261
3333,QGM,Half-Sibs,0.1951
3334,QGM,Half-Sibs,0.1114
3335,QGM,Half-Sibs,0.2183
3336,QGM,Half-Sibs,-0.2304
3337,QGM,Half-Sibs,0.0261
3338,QGM,Half-Sibs,0.2704
3339,QGM,Half-Sibs,0.4797
3340,QGM,Half-Sibs,0.198
3341,QGM,Half-Sibs,0.2681
3342,QGM,Half-Sibs,0.3208
3343,QGM,Half-Sibs,0.2713
3344,QGM,Half-Sibs,0.54
3345,QGM,Half-Sibs,0.1606
3346,QGM,Half-Sibs,0.2262
3347,QGM,Half-Sibs,0.3399
3348,QGM,Half-Sibs,0.3155
3349,QGM,Half-Sibs,0.3335
3350,QGM,Half-Sibs,0.1717
3351,QGM,Half-Sibs,0.3575
3352,QGM,Half-Sibs,0.2775
3353,QGM,Half-Sibs,0.1539
3354,QGM,Half-Sibs,0.3612
3355,QGM,Half-Sibs,-0.0107
3356,QGM,Half-Sibs,0.2579
3357,QGM,Half-Sibs,0.2339
3358,QGM,Half-Sibs,0.2451
3359,QGM,Half-Sibs,0.3212
3360,QGM,Half-Sibs,0.1228
3361,QGM,Half-Sibs,0.3502
3362,QGM,Half-Sibs,0.3627
3363,QGM,Half-Sibs,-0.0236
3364,QGM,Half-Sibs,0.4391
3365,QGM,Half-Sibs,0.4363
3366,QGM,Half-Sibs,0.2633
3367,QGM,Half-Sibs,0.1354
3368,QGM,Half-Sibs,0.0522
3369,QGM,Half-Sibs,0.2095
3370,QGM,Half-Sibs,0.3553
3371,QGM,Half-Sibs,0.1772
3372,QGM,Half-Sibs,0.252
3373,QGM,Half-Sibs,0.1703
3374,QGM,Half-Sibs,0.0824
3375,QGM,Half-Sibs,0.4328
3376,QGM,Half-Sibs,0.2849
3377,QGM,Half-Sibs,0.361
3378,QGM,Half-Sibs,0.1874
3379,QGM,Half-Sibs,0.4054
3380,QGM,Half-Sibs,0.3339
3381,QGM,Half-Sibs,0.1873
3382,QGM,Half-Sibs,0.463
3383,QGM,Half-Sibs,0.1868
3384,QGM,Half-Sibs,0.4361
3385,QGM,Half-Sibs,0.2026
3386,QGM,Half-Sibs,0.1127
3387,QGM,Half-Sibs,0.3801
3388,QGM,Half-Sibs,0.4647
3389,QGM,Half-Sibs,0.2619
3390,QGM,Half-Sibs,0.1654
3391,QGM,Half-Sibs,0.1262
3392,QGM,Half-Sibs,-0.0748
3393,QGM,Half-Sibs,0.2812
3394,QGM,Half-Sibs,0.2651
3395,QGM,Half-Sibs,0.3089
3396,QGM,Half-Sibs,0.1691
3397,QGM,Half-Sibs,0.212
3398,QGM,Half-Sibs,0.3387
3399,QGM,Half-Sibs,0.3717
3400,QGM,Half-Sibs,0.0816
3401,QGM,Half-Sibs,0.3027
3402,QGM,Half-Sibs,0.2713
3403,QGM,Half-Sibs,0.3453
3404,QGM,Half-Sibs,0.1221
3405,QGM,Half-Sibs,0.1198
3406,QGM,Half-Sibs,0.0863
3407,QGM,Half-Sibs,0.0178
3408,QGM,Half-Sibs,0.1163
3409,QGM,Half-Sibs,0.2912
3410,QGM,Half-Sibs,0.4596
3411,QGM,Half-Sibs,0.2453
3412,QGM,Half-Sibs,0.2868
3413,QGM,Half-Sibs,0.4935
3414,QGM,Half-Sibs,0.0439
3415,QGM,Half-Sibs,0.4162
3416,QGM,Half-Sibs,0.4264
3417,QGM,Half-Sibs,0.2798
3418,QGM,Half-Sibs,0.2802
3419,QGM,Half-Sibs,0.2932
3420,QGM,Half-Sibs,0.3286
3421,QGM,Half-Sibs,0.2476
3422,QGM,Half-Sibs,0.4911
3423,QGM,Half-Sibs,0.2864
3424,QGM,Half-Sibs,0.0673
3425,QGM,Half-Sibs,0.4564
3426,QGM,Half-Sibs,0.1796
3427,QGM,Half-Sibs,0.2205
3428,QGM,Half-Sibs,0.1448
3429,QGM,Half-Sibs,0.3758
3430,QGM,Half-Sibs,0.2496
3431,QGM,Half-Sibs,0.1805
3432,QGM,Half-Sibs,0.5311
3433,QGM,Half-Sibs,0.3596
3434,QGM,Half-Sibs,0.2276
3435,QGM,Half-Sibs,0.2492
3436,QGM,Half-Sibs,0.3646
3437,QGM,Half-Sibs,0.3969
3438,QGM,Half-Sibs,0.3169
3439,QGM,Half-Sibs,0.4781
3440,QGM,Half-Sibs,0.3459
3441,QGM,Half-Sibs,0.0135
3442,QGM,Half-Sibs,0.1647
3443,QGM,Half-Sibs,0.4636
3444,QGM,Half-Sibs,0.0556
3445,QGM,Half-Sibs,-0.1131
3446,QGM,Half-Sibs,-0.027
3447,QGM,Half-Sibs,0.1273
3448,QGM,Half-Sibs,0.1893
3449,QGM,Half-Sibs,0.0195
3450,QGM,Half-Sibs,0.1103
3451,QGM,Half-Sibs,0.3166
3452,QGM,Half-Sibs,0.3892
3453,QGM,Half-Sibs,0.3785
3454,QGM,Half-Sibs,0.2551
3455,QGM,Half-Sibs,0.2617
3456,QGM,Half-Sibs,0.2206
3457,QGM,Half-Sibs,0.4335
3458,QGM,Half-Sibs,0.1908
3459,QGM,Half-Sibs,0.2326
3460,QGM,Half-Sibs,0.0122
3461,QGM,Half-Sibs,0.0504
3462,QGM,Half-Sibs,0.3852
3463,QGM,Half-Sibs,0.1439
3464,QGM,Half-Sibs,-0.091
3465,QGM,Half-Sibs,0.1181
3466,QGM,Half-Sibs,0.1545
3467,QGM,Half-Sibs,0.119
3468,QGM,Half-Sibs,0.3381
3469,QGM,Half-Sibs,0.4427
3470,QGM,Half-Sibs,0.278
3471,QGM,Half-Sibs,0.1112
3472,QGM,Half-Sibs,0.1676
3473,QGM,Half-Sibs,0.4324
3474,QGM,Half-Sibs,0.1761
3475,QGM,Half-Sibs,0.1916
3476,QGM,Half-Sibs,0.1381
3477,QGM,Half-Sibs,0.2113
3478,QGM,Half-Sibs,0.2495
3479,QGM,Half-Sibs,0.2372
3480,QGM,Half-Sibs,0.3662
3481,QGM,Half-Sibs,0.2917
3482,QGM,Half-Sibs,0.5013
3483,QGM,Half-Sibs,0.109
3484,QGM,Half-Sibs,0.1939
3485,QGM,Half-Sibs,0.0923
3486,QGM,Half-Sibs,0.3637
3487,QGM,Half-Sibs,0.286
3488,QGM,Half-Sibs,0.2657
3489,QGM,Half-Sibs,0.0349
3490,QGM,Half-Sibs,-0.1309
3491,QGM,Half-Sibs,0.4956
3492,QGM,Half-Sibs,0.1151
3493,QGM,Half-Sibs,0.0696
3494,QGM,Half-Sibs,0.066
3495,QGM,Half-Sibs,0.5019
